id,Temperature,Date
1976,10.9,"1986-05-31 00:00:00"
1977,10.9,"1986-06-01 00:00:00"
1978,4.3,"1986-06-02 00:00:00"
1979,5.2,"1986-06-03 00:00:00"
1980,11,"1986-06-04 00:00:00"
1981,11.6,"1986-06-05 00:00:00"
1982,10.6,"1986-06-06 00:00:00"
1983,9.4,"1986-06-07 00:00:00"
1984,10,"1986-06-08 00:00:00"
1985,9.6,"1986-06-09 00:00:00"
1986,9.5,"1986-06-10 00:00:00"
1987,9.7,"1986-06-11 00:00:00"
1988,9.6,"1986-06-12 00:00:00"
1989,7,"1986-06-13 00:00:00"
1990,7,"1986-06-14 00:00:00"
1991,6.8,"1986-06-15 00:00:00"
1992,6.9,"1986-06-16 00:00:00"
1993,8,"1986-06-17 00:00:00"
1994,7.6,"1986-06-18 00:00:00"
1995,8.6,"1986-06-19 00:00:00"
1996,5.7,"1986-06-20 00:00:00"
1997,5.5,"1986-06-21 00:00:00"
1998,5.7,"1986-06-22 00:00:00"
1999,5.7,"1986-06-23 00:00:00"
2000,6.6,"1986-06-24 00:00:00"
2001,6,"1986-06-25 00:00:00"
2002,6.9,"1986-06-26 00:00:00"
2003,7.7,"1986-06-27 00:00:00"
2004,8,"1986-06-28 00:00:00"
2005,3.9,"1986-06-29 00:00:00"
2006,0.8,"1986-06-30 00:00:00"
2007,2.8,"1986-07-01 00:00:00"
2008,8,"1986-07-02 00:00:00"
2009,9.8,"1986-07-03 00:00:00"
2010,11.4,"1986-07-04 00:00:00"
2011,8.6,"1986-07-05 00:00:00"
2012,5.2,"1986-07-06 00:00:00"
2013,6.6,"1986-07-07 00:00:00"
2014,5.7,"1986-07-08 00:00:00"
2015,4.6,"1986-07-09 00:00:00"
2016,5.8,"1986-07-10 00:00:00"
2017,7,"1986-07-11 00:00:00"
2018,4.8,"1986-07-12 00:00:00"
2019,4.4,"1986-07-13 00:00:00"
2020,4.4,"1986-07-14 00:00:00"
2021,7.9,"1986-07-15 00:00:00"
2022,10.6,"1986-07-16 00:00:00"
2023,5,"1986-07-17 00:00:00"
2024,7.6,"1986-07-18 00:00:00"
2025,9.2,"1986-07-19 00:00:00"
2026,9.7,"1986-07-20 00:00:00"
2027,8.8,"1986-07-21 00:00:00"
2028,6.8,"1986-07-22 00:00:00"
2029,9.4,"1986-07-23 00:00:00"
2030,11,"1986-07-24 00:00:00"
2031,2.5,"1986-07-25 00:00:00"
2032,2.1,"1986-07-26 00:00:00"
2033,5.4,"1986-07-27 00:00:00"
2034,6.2,"1986-07-28 00:00:00"
2035,7.8,"1986-07-29 00:00:00"
2036,7.4,"1986-07-30 00:00:00"
2037,9.3,"1986-07-31 00:00:00"
2038,9.3,"1986-08-01 00:00:00"
2039,9.5,"1986-08-02 00:00:00"
2040,8.5,"1986-08-03 00:00:00"
2041,10,"1986-08-04 00:00:00"
2042,7.7,"1986-08-05 00:00:00"
2043,9.3,"1986-08-06 00:00:00"
2044,9.1,"1986-08-07 00:00:00"
2045,3.5,"1986-08-08 00:00:00"
2046,3.6,"1986-08-09 00:00:00"
2047,2.5,"1986-08-10 00:00:00"
2048,1.7,"1986-08-11 00:00:00"
2049,2.7,"1986-08-12 00:00:00"
2050,2.9,"1986-08-13 00:00:00"
2051,5.3,"1986-08-14 00:00:00"
2052,7.7,"1986-08-15 00:00:00"
2053,9.1,"1986-08-16 00:00:00"
2054,9.4,"1986-08-17 00:00:00"
2055,7.3,"1986-08-18 00:00:00"
2056,8.4,"1986-08-19 00:00:00"
2057,9.2,"1986-08-20 00:00:00"
2058,6.6,"1986-08-21 00:00:00"
2059,9.7,"1986-08-22 00:00:00"
2060,12.4,"1986-08-23 00:00:00"
2061,10.2,"1986-08-24 00:00:00"
2062,5.9,"1986-08-25 00:00:00"
2063,7.1,"1986-08-26 00:00:00"
2064,7.5,"1986-08-27 00:00:00"
2065,9.7,"1986-08-28 00:00:00"
2066,12.2,"1986-08-29 00:00:00"
2067,5.6,"1986-08-30 00:00:00"
2068,5.4,"1986-08-31 00:00:00"
2069,8.3,"1986-09-01 00:00:00"
2070,10.6,"1986-09-02 00:00:00"
2071,9.1,"1986-09-03 00:00:00"
2072,11.3,"1986-09-04 00:00:00"
2073,10.9,"1986-09-05 00:00:00"
2074,8.9,"1986-09-06 00:00:00"
2075,6.3,"1986-09-07 00:00:00"
2076,9,"1986-09-08 00:00:00"
2077,6.1,"1986-09-09 00:00:00"
2078,9.1,"1986-09-10 00:00:00"
2079,9.6,"1986-09-11 00:00:00"
2080,6,"1986-09-12 00:00:00"
2081,10,"1986-09-13 00:00:00"
2082,11,"1986-09-14 00:00:00"
2083,6.2,"1986-09-15 00:00:00"
2084,8.3,"1986-09-16 00:00:00"
2085,11.3,"1986-09-17 00:00:00"
2086,11.3,"1986-09-18 00:00:00"
2087,6.7,"1986-09-19 00:00:00"
2088,6.6,"1986-09-20 00:00:00"
2089,11.4,"1986-09-21 00:00:00"
2090,6.9,"1986-09-22 00:00:00"
2091,10.6,"1986-09-23 00:00:00"
2092,8.6,"1986-09-24 00:00:00"
2093,11.3,"1986-09-25 00:00:00"
2094,12.5,"1986-09-26 00:00:00"
2095,9.9,"1986-09-27 00:00:00"
2096,6.9,"1986-09-28 00:00:00"
2097,5.5,"1986-09-29 00:00:00"
2098,7.8,"1986-09-30 00:00:00"
2099,11,"1986-10-01 00:00:00"
2100,16.2,"1986-10-02 00:00:00"
2101,9.9,"1986-10-03 00:00:00"
2102,8.7,"1986-10-04 00:00:00"
2103,10.5,"1986-10-05 00:00:00"
2104,12.2,"1986-10-06 00:00:00"
2105,10.6,"1986-10-07 00:00:00"
2106,8.3,"1986-10-08 00:00:00"
2107,5.5,"1986-10-09 00:00:00"
2108,9,"1986-10-10 00:00:00"
2109,6.4,"1986-10-11 00:00:00"
2110,7.2,"1986-10-12 00:00:00"
2111,12.9,"1986-10-13 00:00:00"
2112,12,"1986-10-14 00:00:00"
2113,7.3,"1986-10-15 00:00:00"
2114,9.7,"1986-10-16 00:00:00"
2115,8.4,"1986-10-17 00:00:00"
2116,14.7,"1986-10-18 00:00:00"
2117,9.5,"1986-10-19 00:00:00"
2118,7.9,"1986-10-20 00:00:00"
2119,6.8,"1986-10-21 00:00:00"
2120,12.6,"1986-10-22 00:00:00"
2121,5.2,"1986-10-23 00:00:00"
2122,7.5,"1986-10-24 00:00:00"
2123,8.7,"1986-10-25 00:00:00"
2124,7.6,"1986-10-26 00:00:00"
2125,9,"1986-10-27 00:00:00"
2126,7.2,"1986-10-28 00:00:00"
2127,10.7,"1986-10-29 00:00:00"
2128,13.1,"1986-10-30 00:00:00"
2129,13.9,"1986-10-31 00:00:00"
2130,10.8,"1986-11-01 00:00:00"
2131,10.4,"1986-11-02 00:00:00"
2132,9.1,"1986-11-03 00:00:00"
2133,16,"1986-11-04 00:00:00"
2134,21,"1986-11-05 00:00:00"
2135,16.2,"1986-11-06 00:00:00"
2136,8.6,"1986-11-07 00:00:00"
2137,9.2,"1986-11-08 00:00:00"
2138,12.5,"1986-11-09 00:00:00"
2139,9.7,"1986-11-10 00:00:00"
2140,12.5,"1986-11-11 00:00:00"
2141,10.3,"1986-11-12 00:00:00"
2142,12,"1986-11-13 00:00:00"
2143,11,"1986-11-14 00:00:00"
2144,14.8,"1986-11-15 00:00:00"
2145,15,"1986-11-16 00:00:00"
2146,15.3,"1986-11-17 00:00:00"
2147,10.3,"1986-11-18 00:00:00"
2148,10.7,"1986-11-19 00:00:00"
2149,10.5,"1986-11-20 00:00:00"
2150,8.9,"1986-11-21 00:00:00"
2151,8.1,"1986-11-22 00:00:00"
2152,11.5,"1986-11-23 00:00:00"
2153,12.8,"1986-11-24 00:00:00"
2154,9.1,"1986-11-25 00:00:00"
2155,14.6,"1986-11-26 00:00:00"
2156,11.6,"1986-11-27 00:00:00"
2157,11.2,"1986-11-28 00:00:00"
2158,12.6,"1986-11-29 00:00:00"
2159,7.5,"1986-11-30 00:00:00"
2160,11,"1986-12-01 00:00:00"
2161,14.5,"1986-12-02 00:00:00"
2162,18.5,"1986-12-03 00:00:00"
2163,15.4,"1986-12-04 00:00:00"
2164,13.1,"1986-12-05 00:00:00"
2165,16.3,"1986-12-06 00:00:00"
2166,20.2,"1986-12-07 00:00:00"
2167,11.5,"1986-12-08 00:00:00"
2168,12.4,"1986-12-09 00:00:00"
2169,10.9,"1986-12-10 00:00:00"
2170,12.7,"1986-12-11 00:00:00"
2171,12.2,"1986-12-12 00:00:00"
2172,12.4,"1986-12-13 00:00:00"
2173,9.8,"1986-12-14 00:00:00"
2174,8.5,"1986-12-15 00:00:00"
2175,14.7,"1986-12-16 00:00:00"
2176,12,"1986-12-17 00:00:00"
2177,10.3,"1986-12-18 00:00:00"
2178,11,"1986-12-19 00:00:00"
2179,10.2,"1986-12-20 00:00:00"
2180,12.6,"1986-12-21 00:00:00"
2181,11.6,"1986-12-22 00:00:00"
2182,9.7,"1986-12-23 00:00:00"
2183,13.4,"1986-12-24 00:00:00"
2184,10.5,"1986-12-25 00:00:00"
2185,14.7,"1986-12-26 00:00:00"
2186,14.6,"1986-12-27 00:00:00"
2187,14.2,"1986-12-28 00:00:00"
2188,13.2,"1986-12-29 00:00:00"
2189,11.7,"1986-12-30 00:00:00"
2190,17.2,"1986-12-31 00:00:00"
2191,12.3,"1987-01-01 00:00:00"
2192,13.8,"1987-01-02 00:00:00"
2193,15.3,"1987-01-03 00:00:00"
2194,15.6,"1987-01-04 00:00:00"
2195,16.2,"1987-01-05 00:00:00"
2196,16.3,"1987-01-06 00:00:00"
2197,16.8,"1987-01-07 00:00:00"
2198,11,"1987-01-08 00:00:00"
2199,8.5,"1987-01-09 00:00:00"
2200,13.2,"1987-01-10 00:00:00"
2201,13,"1987-01-11 00:00:00"
2202,12.4,"1987-01-12 00:00:00"
2203,13,"1987-01-13 00:00:00"
2204,16.6,"1987-01-14 00:00:00"
2205,12,"1987-01-15 00:00:00"
2206,12.4,"1987-01-16 00:00:00"
2207,15,"1987-01-17 00:00:00"
2208,11.8,"1987-01-18 00:00:00"
2209,11.6,"1987-01-19 00:00:00"
2210,12.2,"1987-01-20 00:00:00"
2211,13.7,"1987-01-21 00:00:00"
2212,11.2,"1987-01-22 00:00:00"
2213,12.4,"1987-01-23 00:00:00"
2214,11.5,"1987-01-24 00:00:00"
2215,13.8,"1987-01-25 00:00:00"
2216,15.7,"1987-01-26 00:00:00"
2217,12.9,"1987-01-27 00:00:00"
2218,11.5,"1987-01-28 00:00:00"
2219,11,"1987-01-29 00:00:00"
2220,12.7,"1987-01-30 00:00:00"
2221,14.9,"1987-01-31 00:00:00"
2222,16.5,"1987-02-01 00:00:00"
2223,12.8,"1987-02-02 00:00:00"
2224,12.7,"1987-02-03 00:00:00"
2225,12.7,"1987-02-04 00:00:00"
2226,11.6,"1987-02-05 00:00:00"
2227,13.3,"1987-02-06 00:00:00"
2228,15.2,"1987-02-07 00:00:00"
2229,16.4,"1987-02-08 00:00:00"
2230,11.9,"1987-02-09 00:00:00"
2231,15.1,"1987-02-10 00:00:00"
2232,10.6,"1987-02-11 00:00:00"
2233,13.6,"1987-02-12 00:00:00"
2234,12.1,"1987-02-13 00:00:00"
2235,16,"1987-02-14 00:00:00"
2236,16.8,"1987-02-15 00:00:00"
2237,16.6,"1987-02-16 00:00:00"
2238,15.6,"1987-02-17 00:00:00"
2239,15.2,"1987-02-18 00:00:00"
2240,17.7,"1987-02-19 00:00:00"
2241,21,"1987-02-20 00:00:00"
2242,13.4,"1987-02-21 00:00:00"
2243,10.5,"1987-02-22 00:00:00"
2244,9.5,"1987-02-23 00:00:00"
2245,12,"1987-02-24 00:00:00"
2246,10.4,"1987-02-25 00:00:00"
2247,11.5,"1987-02-26 00:00:00"
2248,13.2,"1987-02-27 00:00:00"
2249,15,"1987-02-28 00:00:00"
2250,14.1,"1987-03-01 00:00:00"
2251,12.4,"1987-03-02 00:00:00"
2252,13.4,"1987-03-03 00:00:00"
2253,12.5,"1987-03-04 00:00:00"
2254,14.3,"1987-03-05 00:00:00"
2255,17.6,"1987-03-06 00:00:00"
2256,10.4,"1987-03-07 00:00:00"
2257,9.9,"1987-03-08 00:00:00"
2258,10.2,"1987-03-09 00:00:00"
2259,11.3,"1987-03-10 00:00:00"
2260,9.5,"1987-03-11 00:00:00"
2261,11.8,"1987-03-12 00:00:00"
2262,11.5,"1987-03-13 00:00:00"
2263,10.5,"1987-03-14 00:00:00"
2264,10.8,"1987-03-15 00:00:00"
2265,13,"1987-03-16 00:00:00"
2266,18.5,"1987-03-17 00:00:00"
2267,18.7,"1987-03-18 00:00:00"
2268,15,"1987-03-19 00:00:00"
2269,13,"1987-03-20 00:00:00"
2270,11.3,"1987-03-21 00:00:00"
2271,13,"1987-03-22 00:00:00"
2272,13.3,"1987-03-23 00:00:00"
2273,11,"1987-03-24 00:00:00"
2274,10.3,"1987-03-25 00:00:00"
2275,13,"1987-03-26 00:00:00"
2276,12.3,"1987-03-27 00:00:00"
2277,15.6,"1987-03-28 00:00:00"
2278,10.2,"1987-03-29 00:00:00"
2279,10.8,"1987-03-30 00:00:00"
2280,12,"1987-03-31 00:00:00"
2281,13.3,"1987-04-01 00:00:00"
2282,11.7,"1987-04-02 00:00:00"
2283,12.5,"1987-04-03 00:00:00"
2284,13.7,"1987-04-04 00:00:00"
2285,14.9,"1987-04-05 00:00:00"
2286,20.2,"1987-04-06 00:00:00"
2287,16.3,"1987-04-07 00:00:00"
2288,13.9,"1987-04-08 00:00:00"
2289,10.1,"1987-04-09 00:00:00"
2290,7.3,"1987-04-10 00:00:00"
2291,14,"1987-04-11 00:00:00"
2292,17.7,"1987-04-12 00:00:00"
2293,16.3,"1987-04-13 00:00:00"
2294,10.6,"1987-04-14 00:00:00"
2295,9.7,"1987-04-15 00:00:00"
2296,7.8,"1987-04-16 00:00:00"
2297,10.4,"1987-04-17 00:00:00"
2298,10.4,"1987-04-18 00:00:00"
2299,14.1,"1987-04-19 00:00:00"
2300,7.1,"1987-04-20 00:00:00"
2301,8.1,"1987-04-21 00:00:00"
2302,7.8,"1987-04-22 00:00:00"
2303,10.6,"1987-04-23 00:00:00"
2304,9.1,"1987-04-24 00:00:00"
2305,9,"1987-04-25 00:00:00"
2306,11.9,"1987-04-26 00:00:00"
2307,17.1,"1987-04-27 00:00:00"
2308,16.8,"1987-04-28 00:00:00"
2309,13.5,"1987-04-29 00:00:00"
2310,11.6,"1987-04-30 00:00:00"
2311,7,"1987-05-01 00:00:00"
2312,9.7,"1987-05-02 00:00:00"
2313,9.9,"1987-05-03 00:00:00"
2314,11.2,"1987-05-04 00:00:00"
2315,11.3,"1987-05-05 00:00:00"
2316,11.8,"1987-05-06 00:00:00"
2317,9.9,"1987-05-07 00:00:00"
2318,7.1,"1987-05-08 00:00:00"
2319,9.6,"1987-05-09 00:00:00"
2320,9.8,"1987-05-10 00:00:00"
2321,10.6,"1987-05-11 00:00:00"
2322,12.8,"1987-05-12 00:00:00"
2323,16.5,"1987-05-13 00:00:00"
2324,11.7,"1987-05-14 00:00:00"
2325,12.3,"1987-05-15 00:00:00"
2326,12.2,"1987-05-16 00:00:00"
2327,11.8,"1987-05-17 00:00:00"
2328,10.7,"1987-05-18 00:00:00"
2329,10.2,"1987-05-19 00:00:00"
2330,10,"1987-05-20 00:00:00"
2331,8.3,"1987-05-21 00:00:00"
2332,6.6,"1987-05-22 00:00:00"
2333,9.5,"1987-05-23 00:00:00"
2334,12.3,"1987-05-24 00:00:00"
2335,7.6,"1987-05-25 00:00:00"
2336,9.3,"1987-05-26 00:00:00"
2337,5,"1987-05-27 00:00:00"
2338,4.3,"1987-05-28 00:00:00"
2339,6.4,"1987-05-29 00:00:00"
2340,10.8,"1987-05-30 00:00:00"
2341,7.8,"1987-05-31 00:00:00"
2342,8.5,"1987-06-01 00:00:00"
2343,9.7,"1987-06-02 00:00:00"
2344,10,"1987-06-03 00:00:00"
2345,11,"1987-06-04 00:00:00"
2346,10.2,"1987-06-05 00:00:00"
2347,6.6,"1987-06-06 00:00:00"
2348,6.1,"1987-06-07 00:00:00"
2349,5.9,"1987-06-08 00:00:00"
2350,8.9,"1987-06-09 00:00:00"
2351,13,"1987-06-10 00:00:00"
2352,12.6,"1987-06-11 00:00:00"
2353,5.4,"1987-06-12 00:00:00"
2354,6,"1987-06-13 00:00:00"
2355,7.8,"1987-06-14 00:00:00"
2356,9,"1987-06-15 00:00:00"
2357,4.2,"1987-06-16 00:00:00"
2358,3,"1987-06-17 00:00:00"
2359,4.5,"1987-06-18 00:00:00"
2360,6.2,"1987-06-19 00:00:00"
2361,11.9,"1987-06-20 00:00:00"
2362,11.8,"1987-06-21 00:00:00"
2363,9.4,"1987-06-22 00:00:00"
2364,9.6,"1987-06-23 00:00:00"
2365,9.4,"1987-06-24 00:00:00"
2366,7,"1987-06-25 00:00:00"
2367,8.9,"1987-06-26 00:00:00"
2368,9.3,"1987-06-27 00:00:00"
2369,6.8,"1987-06-28 00:00:00"
2370,7.5,"1987-06-29 00:00:00"
2371,8,"1987-06-30 00:00:00"
2372,8.3,"1987-07-01 00:00:00"
2373,2.7,"1987-07-02 00:00:00"
2374,3.9,"1987-07-03 00:00:00"
2375,4.1,"1987-07-04 00:00:00"
2376,5,"1987-07-05 00:00:00"
2377,5.8,"1987-07-06 00:00:00"
2378,4.4,"1987-07-07 00:00:00"
2379,4.1,"1987-07-08 00:00:00"
2380,5.8,"1987-07-09 00:00:00"
2381,9.1,"1987-07-10 00:00:00"
2382,7.9,"1987-07-11 00:00:00"
2383,5,"1987-07-12 00:00:00"
2384,2.8,"1987-07-13 00:00:00"
2385,4.7,"1987-07-14 00:00:00"
2386,8.9,"1987-07-15 00:00:00"
2387,5.4,"1987-07-16 00:00:00"
2388,7.1,"1987-07-17 00:00:00"
2389,9,"1987-07-18 00:00:00"
2390,9.4,"1987-07-19 00:00:00"
2391,6.3,"1987-07-20 00:00:00"
2392,7,"1987-07-21 00:00:00"
2393,6.4,"1987-07-22 00:00:00"
2394,6.7,"1987-07-23 00:00:00"
2395,1.5,"1987-07-24 00:00:00"
2396,2.9,"1987-07-25 00:00:00"
2397,4.8,"1987-07-26 00:00:00"
2398,6.3,"1987-07-27 00:00:00"
2399,5.7,"1987-07-28 00:00:00"
2400,7,"1987-07-29 00:00:00"
2401,8.8,"1987-07-30 00:00:00"
2402,8.7,"1987-07-31 00:00:00"
2403,9,"1987-08-01 00:00:00"
2404,9.6,"1987-08-02 00:00:00"
2405,8,"1987-08-03 00:00:00"
2406,8.4,"1987-08-04 00:00:00"
2407,8.1,"1987-08-05 00:00:00"
2408,9,"1987-08-06 00:00:00"
2409,5.3,"1987-08-07 00:00:00"
2410,8.9,"1987-08-08 00:00:00"
2411,8.7,"1987-08-09 00:00:00"
2412,4.9,"1987-08-10 00:00:00"
2413,7,"1987-08-11 00:00:00"
2414,7.5,"1987-08-12 00:00:00"
2415,7,"1987-08-13 00:00:00"
2416,9.1,"1987-08-14 00:00:00"
2417,11.8,"1987-08-15 00:00:00"
2418,9.9,"1987-08-16 00:00:00"
2419,5.6,"1987-08-17 00:00:00"
2420,4.2,"1987-08-18 00:00:00"
2421,4.3,"1987-08-19 00:00:00"
2422,8,"1987-08-20 00:00:00"
2423,5.1,"1987-08-21 00:00:00"
2424,9.4,"1987-08-22 00:00:00"
2425,9.1,"1987-08-23 00:00:00"
2426,9.7,"1987-08-24 00:00:00"
2427,10.6,"1987-08-25 00:00:00"
2428,8.6,"1987-08-26 00:00:00"
2429,10.1,"1987-08-27 00:00:00"
2430,11,"1987-08-28 00:00:00"
2431,9.7,"1987-08-29 00:00:00"
2432,5,"1987-08-30 00:00:00"
2433,6.1,"1987-08-31 00:00:00"
2434,5.4,"1987-09-01 00:00:00"
2435,5.8,"1987-09-02 00:00:00"
2436,7.3,"1987-09-03 00:00:00"
2437,6.3,"1987-09-04 00:00:00"
2438,4.8,"1987-09-05 00:00:00"
2439,7.6,"1987-09-06 00:00:00"
2440,8.1,"1987-09-07 00:00:00"
2441,9.5,"1987-09-08 00:00:00"
2442,10.3,"1987-09-09 00:00:00"
2443,7,"1987-09-10 00:00:00"
2444,9,"1987-09-11 00:00:00"
2445,10.2,"1987-09-12 00:00:00"
2446,6.8,"1987-09-13 00:00:00"
2447,9.3,"1987-09-14 00:00:00"
2448,9.8,"1987-09-15 00:00:00"
2449,10.7,"1987-09-16 00:00:00"
2450,7.8,"1987-09-17 00:00:00"
2451,9.2,"1987-09-18 00:00:00"
2452,15,"1987-09-19 00:00:00"
2453,7.8,"1987-09-20 00:00:00"
2454,5.3,"1987-09-21 00:00:00"
2455,9.5,"1987-09-22 00:00:00"
2456,7.6,"1987-09-23 00:00:00"
2457,14,"1987-09-24 00:00:00"
2458,14.9,"1987-09-25 00:00:00"
2459,14.9,"1987-09-26 00:00:00"
2460,19.2,"1987-09-27 00:00:00"
2461,17,"1987-09-28 00:00:00"
2462,13,"1987-09-29 00:00:00"
2463,11.2,"1987-09-30 00:00:00"
2464,9.5,"1987-10-01 00:00:00"
2465,10.3,"1987-10-02 00:00:00"
2466,9.3,"1987-10-03 00:00:00"
2467,11.3,"1987-10-04 00:00:00"
2468,6.5,"1987-10-05 00:00:00"
2469,12,"1987-10-06 00:00:00"
2470,8.3,"1987-10-07 00:00:00"
2471,8.7,"1987-10-08 00:00:00"
2472,8.7,"1987-10-09 00:00:00"
2473,10.2,"1987-10-10 00:00:00"
2474,6.9,"1987-10-11 00:00:00"
2475,4.9,"1987-10-12 00:00:00"
2476,10,"1987-10-13 00:00:00"
2477,7.6,"1987-10-14 00:00:00"
2478,14.5,"1987-10-15 00:00:00"
2479,13.2,"1987-10-16 00:00:00"
2480,9.9,"1987-10-17 00:00:00"
2481,10.1,"1987-10-18 00:00:00"
2482,11.3,"1987-10-19 00:00:00"
2483,10.4,"1987-10-20 00:00:00"
2484,10.9,"1987-10-21 00:00:00"
2485,9.2,"1987-10-22 00:00:00"
2486,10.5,"1987-10-23 00:00:00"
2487,11.4,"1987-10-24 00:00:00"
2488,13.5,"1987-10-25 00:00:00"
2489,9.8,"1987-10-26 00:00:00"
2490,13.1,"1987-10-27 00:00:00"
2491,9.7,"1987-10-28 00:00:00"
2492,11.4,"1987-10-29 00:00:00"
2493,9.9,"1987-10-30 00:00:00"
2494,14.4,"1987-10-31 00:00:00"
2495,19,"1987-11-01 00:00:00"
2496,23,"1987-11-02 00:00:00"
2497,15.4,"1987-11-03 00:00:00"
2498,9.6,"1987-11-04 00:00:00"
2499,10.8,"1987-11-05 00:00:00"
2500,12.1,"1987-11-06 00:00:00"
2501,11,"1987-11-07 00:00:00"
2502,12.6,"1987-11-08 00:00:00"
2503,14.7,"1987-11-09 00:00:00"
2504,11.1,"1987-11-10 00:00:00"
2505,10.1,"1987-11-11 00:00:00"
2506,11.4,"1987-11-12 00:00:00"
2507,13,"1987-11-13 00:00:00"
2508,11.9,"1987-11-14 00:00:00"
2509,9.5,"1987-11-15 00:00:00"
2510,13.5,"1987-11-16 00:00:00"
2511,15.2,"1987-11-17 00:00:00"
2512,18.4,"1987-11-18 00:00:00"
2513,24.1,"1987-11-19 00:00:00"
2514,14.1,"1987-11-20 00:00:00"
2515,10.7,"1987-11-21 00:00:00"
2516,8.7,"1987-11-22 00:00:00"
2517,13.3,"1987-11-23 00:00:00"
2518,11.6,"1987-11-24 00:00:00"
2519,9.9,"1987-11-25 00:00:00"
2520,10.8,"1987-11-26 00:00:00"
2521,11.5,"1987-11-27 00:00:00"
2522,10,"1987-11-28 00:00:00"
2523,13.9,"1987-11-29 00:00:00"
2524,13.6,"1987-11-30 00:00:00"
2525,11.9,"1987-12-01 00:00:00"
2526,11.1,"1987-12-02 00:00:00"
2527,8.2,"1987-12-03 00:00:00"
2528,9.4,"1987-12-04 00:00:00"
2529,12.7,"1987-12-05 00:00:00"
2530,11.6,"1987-12-06 00:00:00"
2531,11,"1987-12-07 00:00:00"
2532,11.3,"1987-12-08 00:00:00"
2533,13.4,"1987-12-09 00:00:00"
2534,14.9,"1987-12-10 00:00:00"
2535,15.2,"1987-12-11 00:00:00"
2536,13.9,"1987-12-12 00:00:00"
2537,15,"1987-12-13 00:00:00"
2538,16.2,"1987-12-14 00:00:00"
2539,17.7,"1987-12-15 00:00:00"
2540,20.5,"1987-12-16 00:00:00"
2541,14.7,"1987-12-17 00:00:00"
2542,12.5,"1987-12-18 00:00:00"
2543,10.9,"1987-12-19 00:00:00"
2544,12.8,"1987-12-20 00:00:00"
2545,12.7,"1987-12-21 00:00:00"
2546,11.2,"1987-12-22 00:00:00"
2547,11.4,"1987-12-23 00:00:00"
2548,11.2,"1987-12-24 00:00:00"
2549,12.1,"1987-12-25 00:00:00"
2550,12.7,"1987-12-26 00:00:00"
2551,16.2,"1987-12-27 00:00:00"
2552,14.2,"1987-12-28 00:00:00"
2553,14.3,"1987-12-29 00:00:00"
2554,13.3,"1987-12-30 00:00:00"
2555,16.7,"1987-12-31 00:00:00"
2556,15.3,"1988-01-01 00:00:00"
2557,14.3,"1988-01-02 00:00:00"
2558,13.5,"1988-01-03 00:00:00"
2559,15,"1988-01-04 00:00:00"
2560,13.6,"1988-01-05 00:00:00"
2561,15.2,"1988-01-06 00:00:00"
2562,17,"1988-01-07 00:00:00"
2563,18.7,"1988-01-08 00:00:00"
2564,16.5,"1988-01-09 00:00:00"
2565,17.4,"1988-01-10 00:00:00"
2566,18.3,"1988-01-11 00:00:00"
2567,18.3,"1988-01-12 00:00:00"
2568,22.4,"1988-01-13 00:00:00"
2569,21.4,"1988-01-14 00:00:00"
2570,20.9,"1988-01-15 00:00:00"
2571,17.6,"1988-01-16 00:00:00"
2572,15.5,"1988-01-17 00:00:00"
2573,16.6,"1988-01-18 00:00:00"
2574,16.2,"1988-01-19 00:00:00"
2575,15.6,"1988-01-20 00:00:00"
2576,14.5,"1988-01-21 00:00:00"
2577,14,"1988-01-22 00:00:00"
2578,15.6,"1988-01-23 00:00:00"
2579,12.3,"1988-01-24 00:00:00"
2580,11.6,"1988-01-25 00:00:00"
2581,12.6,"1988-01-26 00:00:00"
2582,14.9,"1988-01-27 00:00:00"
2583,17.3,"1988-01-28 00:00:00"
2584,21.4,"1988-01-29 00:00:00"
2585,23.4,"1988-01-30 00:00:00"
2586,14.4,"1988-01-31 00:00:00"
2587,14.1,"1988-02-01 00:00:00"
2588,15,"1988-02-02 00:00:00"
2589,14.5,"1988-02-03 00:00:00"
2590,15.1,"1988-02-04 00:00:00"
2591,13.9,"1988-02-05 00:00:00"
2592,13.4,"1988-02-06 00:00:00"
2593,9.2,"1988-02-07 00:00:00"
2594,12.5,"1988-02-08 00:00:00"
2595,15.1,"1988-02-09 00:00:00"
2596,12.1,"1988-02-10 00:00:00"
2597,14.5,"1988-02-11 00:00:00"
2598,16.3,"1988-02-12 00:00:00"
2599,16.5,"1988-02-13 00:00:00"
2600,14.9,"1988-02-14 00:00:00"
2601,13.2,"1988-02-15 00:00:00"
2602,11.8,"1988-02-16 00:00:00"
2603,13.6,"1988-02-17 00:00:00"
2604,16.2,"1988-02-18 00:00:00"
2605,14.1,"1988-02-19 00:00:00"
2606,13.5,"1988-02-20 00:00:00"
2607,15,"1988-02-21 00:00:00"
2608,14.8,"1988-02-22 00:00:00"
2609,16.2,"1988-02-23 00:00:00"
2610,16.2,"1988-02-24 00:00:00"
2611,13.3,"1988-02-25 00:00:00"
2612,15.3,"1988-02-26 00:00:00"
2613,18.4,"1988-02-27 00:00:00"
2614,16.2,"1988-02-28 00:00:00"
2615,16.3,"1988-02-29 00:00:00"
2616,12.4,"1988-03-01 00:00:00"
2617,15.6,"1988-03-02 00:00:00"
2618,14.9,"1988-03-03 00:00:00"
2619,14.8,"1988-03-04 00:00:00"
